Blender 4.5.9 LTS (hash 8bf95cbd38d1 built 2026-04-21 01:33:45)
Fra:1 Mem:52.06M (Peak 52.32M) | Time:00:00.19 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Foundation
Fra:1 Mem:50.69M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster pin.003
Fra:1 Mem:50.71M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.015
Fra:1 Mem:50.71M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.016
Fra:1 Mem:50.71M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.017
Fra:1 Mem:50.71M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.018
Fra:1 Mem:50.71M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.019
Fra:1 Mem:50.71M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster pin.004
Fra:1 Mem:50.73M (Peak 50.73M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.020
Fra:1 Mem:50.71M (Peak 50.73M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.022
Fra:1 Mem:50.71M (Peak 50.73M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.029
Fra:1 Mem:50.71M (Peak 50.73M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Public service sheet.005
Fra:1 Mem:50.71M (Peak 50.73M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster pin.005
Fra:1 Mem:50.71M (Peak 50.73M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.026
Fra:1 Mem:50.71M (Peak 50.73M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.027
Fra:1 Mem:50.71M (Peak 50.73M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.028
Fra:1 Mem:50.71M (Peak 50.73M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:37.85M (Peak 50.73M) | Time:00:00.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:37.85M (Peak 50.73M) | Time:00:00.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:37.85M (Peak 50.73M) | Time:00:00.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:37.85M (Peak 50.73M) | Time:00:00.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:37.94M (Peak 65.02M) | Time:00:00.22 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:37.94M (Peak 65.02M) | Time:00:00.22 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Background
Fra:1 Mem:37.94M (Peak 65.02M) | Time:00:00.22 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:37.94M (Peak 65.02M) | Time:00:00.22 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:37.94M (Peak 65.02M) | Time:00:00.22 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:37.94M (Peak 65.02M) | Time:00:00.22 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:38.03M (Peak 65.02M) | Time:00:00.22 | Mem:0.10M, Peak:0.10M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:38.03M (Peak 65.02M) | Time:00:00.22 | Mem:0.10M, Peak:0.10M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:38.03M (Peak 65.02M) | Time:00:00.22 | Mem:0.10M, Peak:0.10M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:38.03M (Peak 65.02M) | Time:00:00.22 | Mem:0.10M, Peak:0.10M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:38.03M (Peak 65.02M) | Time:00:00.22 | Mem:0.10M, Peak:0.10M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:38.89M (Peak 65.02M) | Time:00:00.22 | Mem:0.12M, Peak:0.12M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:38.85M (Peak 65.02M) | Time:00:00.22 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:38.85M (Peak 65.02M) | Time:00:00.22 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:41.16M (Peak 65.02M) | Time:00:00.24 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Scene BVH | Packing BVH triangles and strands
Fra:1 Mem:41.31M (Peak 65.02M) | Time:00:00.24 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Scene BVH | Packing BVH nodes
Fra:1 Mem:41.53M (Peak 65.02M) | Time:00:00.24 | Mem:0.91M, Peak:0.91M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:41.53M (Peak 65.02M) | Time:00:00.25 | Mem:2.25M, Peak:2.25M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:43.72M (Peak 65.02M) | Time:00:00.25 | Mem:2.25M, Peak:2.25M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:43.72M (Peak 65.02M) | Time:00:00.25 | Mem:4.44M, Peak:4.44M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:43.72M (Peak 65.02M) | Time:00:00.25 | Mem:4.44M, Peak:4.44M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:43.73M (Peak 65.02M) | Time:00:00.25 | Mem:4.44M, Peak:4.44M | Scene, ViewLayer | Updating Images
Fra:1 Mem:43.73M (Peak 65.02M) | Time:00:00.25 | Mem:4.44M, Peak:4.44M | Scene, ViewLayer | Updating Images | Loading harbor-limestone.png
Fra:1 Mem:44.73M (Peak 65.02M) | Time:00:00.25 | Mem:4.44M, Peak:4.44M | Scene, ViewLayer | Updating Images | Loading tidal-brass.png
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.26 | Mem:6.44M, Peak:6.44M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.26 | Mem:6.44M, Peak:6.44M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.26 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.26 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.26 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.26 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Updating Film
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.26 | Mem:6.45M, Peak:6.53M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.26 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:45.74M (Peak 65.02M) | Time:00:00.26 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:45.75M (Peak 65.02M) | Time:00:00.26 | Mem:6.53M, Peak:6.53M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:53.45M (Peak 65.02M) | Time:00:00.28 | Mem:683.04M, Peak:683.04M | Scene, ViewLayer | Sample 0/48
Fra:1 Mem:192.61M (Peak 192.61M) | Time:00:00.32 | Remaining:00:01.71 | Mem:822.21M, Peak:822.21M | Scene, ViewLayer | Sample 1/48
Fra:1 Mem:251.21M (Peak 339.10M) | Time:00:05.97 | Mem:822.21M, Peak:822.21M | Scene, ViewLayer | Sample 48/48
Fra:1 Mem:251.21M (Peak 339.10M) | Time:00:05.97 | Mem:822.21M, Peak:822.21M | Scene, ViewLayer | Finished
Saved: 'C:\Users\Hermes\Projects\Operator Special Forces Dungeon and Dragons\campaigns\the-unwritten-coast\discovery-atlas\art\architecture\r01-low-cutaway.png'
Time: 00:06.21 (Saving: 00:00.16)

RENDER_DEVICE GPU
Info: Saved as "r01-brass-vestibule.blend"
R01_ARCHITECTURE_COMPLETE

Blender quit
